,Unnamed: 0,hotel_id,name,average_rating,no_of_reviews,address,latitude,longitude,no_of_terrible,no_of_poor,no_of_average,no_of_very_good,no_of_excellent,no_of_terrible_sentiment,no_of_poor_sentiment,no_of_average_sentiment,no_of_very_good_sentiment,no_of_excellent_sentiment,sentiment_rating,word,positiveWord,negativeWord,dataset
394,408,408,Mainsail Motel & Cottages,4.78,18,40 Ashworth Ave,42.911366,-70.81291,0,0,0,0,18,0,0,0,5,13,4.14,"{'pet-friendly': {2: 4.0}, 'bathroom': {1: 4.0}, 'room': {1: 4.0}, 'service': {1: 4.0}}","{'trs': 29, 'good': 26, 'bien': 18, 'chambre': 12, 'shower': 12, 'htel': 10, 'pour': 10, 'reviews': 10, 'mais': 8, 'rappeler': 8}",{},static
545,409,409,Super 8 Gretna,3.11,18,14355 S Highway 31 Exit 432,41.097218,-96.253174,0,2,4,4,8,0,1,5,8,4,3.2,"{'room': {3: 3.3333333333333335}, 'location': {1: 3.0}, 'internet': {1: 3.0}}","{'great': 6, 'complaint': 4, 'noise': 4, 'sounded': 4, 'loud': 4, 'coffee': 4, 'pot': 4, 'running': 4, 'constantly': 4, 'called': 4}","{'water': 8, 'cookies': 8, 'lobby': 8, 'delicious': 8, 'dont': 8, 'happened': 5, 'walk': 5, 'harassed': 3, 'stay': 2, 'complimentary': 1}",static
224,410,410,Four Seasons Country Inn,4.06,17,4107 Scottsville Rd,36.954535,-85.961849,0,1,1,1,14,0,0,2,6,9,3.89,"{'location': {3: 3.0}, 'room': {2: 4.0}}","{'blocks': 8, 'week': 8, 'older': 7, 'hotel': 6, 'noise': 6, 'issue': 6, 'nice': 6, 'bit': 6, 'small': 6, 'located': 5}","{'location': 11, 'investigate': 11, 'noise': 11, 'great': 2, 'french': 1, 'quarter': 1, 'bourbon': 1}",static
434,411,411,Osage Village Inn,4.12,17,4616 Osage Beach Pkwy,38.14468,-92.629776,0,0,0,5,12,0,0,4,8,5,3.54,"{'comfort': {3: 3.0}, 'business': {1: 4.0}, 'room': {1: 4.0}, 'cleanliness': {2: 3.5}}","{'allowed': 6, 'early': 6, 'rushed': 6, 'cleaning': 6, 'drop': 6, 'things': 6, 'lunch': 6, 'renovation': 5, 'underway': 5, 'hotel': 5}","{'hot': 20, 'outstanding': 8, 'quality': 8, 'hospitality': 8, 'staff': 8, 'grout': 6, 'shower': 6, 'small': 6, 'mildew': 6, 'served': 4}",static
30,412,412,Atlantic House,2.65,17,85 Ocean Rd,41.428084,-71.456495,1,2,7,2,5,0,1,4,7,5,3.41,"{'room': {4: 2.5}, 'pet-friendly': {1: 2.0}, 'cleanliness': {3: 2.6666666666666665}, 'comfort': {1: 2.0}}","{'clean': 6, 'good': 5, 'stayed': 5, 'round': 5, 'work': 4, 'burnt': 4, 'sheets': 4, 'smoking': 4, 'rusty': 4, 'gross': 4}","{'room': 10, 'clean': 8, 'affordable': 8, 'purposes': 8, 'stay': 8, 'comfortable': 7, 'passing': 7, 'kids': 6, 'swim': 6, 'burn': 6}",static
149,413,413,Days Inn Bloomington,3.41,17,200 E State Road 45/46 Bypass,39.18581,-86.533195,0,2,3,2,10,0,2,3,5,7,3.43,"{'room': {5: 3.2}, 'service': {1: 2.0}, 'internet': {1: 2.0}, 'comfort': {1: 4.0}}","{'gas': 11, 'fireplace': 11, 'nice': 11, 'thing': 8, 'bed': 15, 'main': 7, 'holiday': 6, 'rooms': 2, 'players': 2, 'movies': 2}","{'wife': 5, 'luck': 10, 'browsed': 5, 'fortunate': 5, 'stay': 5, 'large': 5, 'sunroom': 5, 'double': 5, 'jacuzzi': 5, 'main': 9}",static
64,414,414,Blue Boar Inn,4.71,17,1235 N Warm Springs Rd,40.53192,-111.48952,0,0,0,1,16,0,0,0,5,12,4.14,"{'cleanliness': {3: 3.3333333333333335}, 'room': {3: 4.333333333333333}, 'pet-friendly': {1: 4.0}, 'location': {1: 4.0}}","{'greatest': 11, 'exit': 11, 'friendly': 9, 'offer': 8, 'simple': 8, 'safe': 8, 'perfect': 8, 'overnight': 8, 'stays': 8, 'road': 8}",{},static
425,415,415,Mt. Washington Bed and Breakfast,4.38,16,421 State Route 2,44.393265,-71.124839,1,0,0,0,15,0,0,0,4,12,4.22,"{'room': {1: 3.0}, 'quiet': {1: 4.0}, 'cleanliness': {1: 4.0}, 'value': {1: 4.0}, 'service': {1: 4.0}}","{'price': 17, 'hotel': 11, 'breakfast': 9, 'shuttle': 9, 'night': 7, 'good': 7, 'access': 6, 'family': 6, 'stayed': 6, 'choosing': 6}",{},static
528,416,416,Super 8,2.5,16,2000 Holiday Dr,33.683724,-93.611822,1,3,4,5,3,0,3,5,5,3,2.8,"{'comfort': {1: 2.0}, 'food': {1: 3.0}, 'room': {4: 2.75}, 'cleanliness': {1: 3.0}}","{'rooms': 3, 'left': 3, 'work': 3, 'people': 2, 'making': 2, 'fresh': 2, 'housekeeping': 1, 'pulled': 1, 'replenished': 1, 'supplies': 1}","{'extremely': 8, 'helpful': 8, 'check': 8, 'breeze': 8, 'complimentary': 6, 'breakfast': 6, 'hot': 6, 'warm': 6, 'stressful': 5, 'long': 5}",static
452,417,417,Pullman Rail Journeys,4.31,16,118 S Clinton St,41.880368,-87.6413,0,0,1,3,12,0,0,3,6,7,3.7,"{'room': {5: 3.2}, 'service': {1: 4.0}, 'business': {1: 4.0}, 'comfort': {2: 2.5}, 'cleanliness': {1: 3.0}, 'food': {1: 4.0}}","{'breakfast': 12, 'hotel': 11, 'assortment': 7, 'food': 7, 'eggs': 7, 'sausage': 7, 'oatmeal': 7, 'yoghurt': 7, 'waffles': 7, 'iron': 6}","{'staff': 7, 'room': 6, 'happy': 3, 'hour': 3, 'comfortable': 1, 'polite': 1}",static
503,418,418,Sheraton Mission Valley San Diego Hotel,4.19,16,1433 Camino Del Rio South,32.765811,-117.150442,0,0,0,2,14,0,0,1,4,11,3.93,"{'comfort': {1: 4.0}, 'room': {1: 4.0}, 'cleanliness': {2: 4.0}, 'location': {1: 4.0}, 'spa': {1: 4.0}, 'business': {1: 3.0}, 'lounge': {1: 2.0}}","{'helpful': 13, 'friendly': 13, 'breakfast': 10, 'facility': 8, 'pool': 8, 'desk': 7, 'staff': 7, 'clean': 7, 'time': 6, 'maintained': 6}","{'things': 4, 'worse': 4, 'lobby': 4, 'torn': 4, 'staircase': 4, 'removal': 4, 'requires': 4, 'temporary': 4, 'wooden': 4, 'barriers': 4}",static
540,419,419,Super 8 Columbia East,3.75,16,5700 Freedom Dr,38.961861,-92.24376,0,0,1,6,9,0,1,4,6,5,3.24,"{'cleanliness': {3: 3.0}, 'food': {1: 2.0}, 'comfort': {2: 3.0}, 'room': {3: 3.3333333333333335}, 'pet-friendly': {1: 4.0}, 'quiet': {1: 3.0}, 'parking': {2: 2.5}, 'spa': {1: 1.0}}","{'elevator': 8, 'broke': 8, 'night': 8, 'musty': 5, 'damp': 5, 'turned': 5, 'floor': 5, 'ended': 5, 'wet': 5, 'clear': 4}","{'hot': 13, 'cold': 6, 'included': 4, 'good': 4, 'variety': 4, 'foods': 4, 'employees': 4, 'kids': 4, 'running': 4, 'office': 4}",static
0,420,420,1785 Inn,2.62,16,3582 White Mountain Hwy,44.074067,-71.141015,4,2,1,2,7,0,1,1,7,7,3.77,"{'service': {1: 5.0}, 'food': {3: 4.0}}","{'food': 8, 'story': 7, 'altogether': 7, 'view': 9, 'separates': 7, 'reconsider': 6, 'respite': 6, 'restaurant': 3, 'shocked': 2, 'good': 2}","{'dinner': 3, 'early': 3, 'people': 2, 'friendly': 2, 'july': 2}",static
17,421,421,Americinn Lodge Suites Oscoda - Ausable River,4.75,16,720 E Harbor St,44.407978,-83.32794,0,1,0,0,15,0,0,1,5,10,4.02,{'room': {2: 3.5}},"{'lock': 9, 'mold': 7, 'walls': 7, 'bugs': 6, 'beds': 6, 'add': 6, 'stated': 6, 'door': 6, 'furniture': 6, 'outdated': 6}","{'true': 3, 'nightmare': 2}",static
50,422,422,Best Western Owasso Inn & Suites,3.47,15,7653 N Owasso Expy,36.265007,-95.846871,0,1,3,2,9,0,2,2,6,5,3.22,"{'location': {1: 3.0}, 'value': {1: 3.0}, 'quiet': {1: 3.0}, 'room': {2: 2.5}, 'sleep': {1: 2.0}, 'cleanliness': {1: 2.0}}","{'attending': 7, 'conference': 7, 'nearby': 7, 'town': 7, 'serves': 4, 'purposes': 4, 'short': 4, 'stay': 8, 'area': 4, 'nights': 4}","{'hotel': 7, 'good': 6, 'clean': 6, 'restful': 6, 'sleep': 6, 'basic': 4, 'frills': 4, 'mins': 1, 'minneapolis': 1, 'hour': 4}",static
223,423,423,Four Points By Sheraton Memphis Southwind,3.87,15,4090 Stansell Ct,35.03692,-89.7989,0,2,2,0,11,0,0,5,7,3,3.24,"{'room': {3: 2.6666666666666665}, 'bathroom': {1: 4.0}, 'cleanliness': {1: 4.0}, 'parking': {2: 3.0}, 'location': {1: 3.0}, 'spa': {1: 4.0}}","{'bathroom': 5, 'clean': 5, 'minute': 1, 'walk': 1, 'bourbon': 1, 'parking': 1, 'site': 1, 'small': 1, 'spaces': 1}","{'room': 5, 'great': 4, 'parking': 4, 'heart': 4, 'bit': 3, 'construction': 3, 'noisy': 3, 'cold': 2, 'enjoyed': 2, 'pool': 2}",static
31,424,424,Azul Beach Hotel By Karisma Gourmet Inclusive,4.2,15,Carretera Cancun,20.90572,-86.84786,0,0,0,2,13,0,0,2,5,8,3.84,"{'room': {3: 3.3333333333333335}, 'location': {2: 5.0}, 'cleanliness': {3: 2.6666666666666665}, 'air-conditioner': {1: 3.0}, 'sleep': {1: 4.0}}","{'alright': 9, 'fine': 5, 'sofa': 5, 'bed': 5, 'broken': 5, 'sleep': 5, 'couch': 5, 'thing': 7, 'room': 3, 'needed': 3}","{'good': 9, 'breakfast': 9, 'nice': 6, 'staff': 2}",static
261,425,425,Hilton Americas-houston,4.17,15,1600 Lamar,29.75143553,-95.36045909,0,0,3,0,12,0,0,0,4,11,4.27,"{'room': {3: 3.3333333333333335}, 'cleanliness': {1: 4.0}, 'pet-friendly': {2: 4.0}, 'business': {1: 5.0}, 'service': {1: 5.0}, 'sleep': {1: 5.0}}","{'bien': 12, 'petit': 24, 'devait': 12, 'compris': 12, 'mais': 12, 'uniquement': 12, 'pour': 12, 'etions': 12, 'donc': 12, 'fallu': 12}",{},static
398,426,426,Mansfield Plantation Inc,4.47,15,1776 Mansfield Rd,33.424242,-79.274345,1,0,0,1,13,0,0,0,6,9,3.99,"{'spa': {1: 4.0}, 'room': {2: 3.0}, 'lounge': {1: 3.0}}","{'absolut': 12, 'hotel': 11, 'sehr': 10, 'alle': 9, 'und': 18, 'sprachen': 9, 'war': 16, 'verliebte': 7, 'ein': 12, 'guter': 7}",{},static
476,427,427,Red Carpet Inn,2.93,14,222 3rd Ave S,43.856357,-95.116243,0,1,2,8,3,0,1,3,6,4,3.31,"{'room': {3: 3.3333333333333335}, 'comfort': {1: 3.0}, 'cleanliness': {2: 3.0}}","{'rooms': 3, 'clean': 3, 'excellent': 3, 'functioning': 3, 'stay': 2, 'hour': 2, 'offered': 2, 'free': 2, 'light': 2, 'snacks': 2}","{'price': 6, 'staff': 3, 'heated': 3, 'indoor': 3, 'pool': 3, 'hot': 3, 'tub': 3, 'relaxing': 3, 'clean': 3, 'bad': 3}",static
182,428,428,Eden Park Guest House,2.07,14,7063 Carroll Ave,38.97528,-77.00991,1,5,4,1,3,0,2,4,2,6,3.35,"{'comfort': {1: 2.0}, 'room': {3: 2.6666666666666665}, 'cleanliness': {2: 3.0}, 'service': {1: 2.0}, 'value': {1: 4.0}}","{'area': 13, 'lobby': 7, 'clean': 7, 'inviting': 7, 'satisfactory': 7, 'money': 6, 'maintenance': 2, 'person': 2, 'staff': 2, 'handle': 2}","{'room': 7, 'standard': 5, 'upgraded': 4, 'larger': 4, 'queen': 4, 'size': 4, 'area': 5, 'motel': 4, 'located': 4, 'lots': 4}",static
613,429,429,Wyndham Resort At Fairfield Mountains,3.93,14,747 Buffalo Creek Rd,35.452157,-82.171594,0,1,1,1,11,0,0,2,5,7,3.95,"{'room': {5: 3.8}, 'bathroom': {1: 2.0}, 'lounge': {1: 3.0}, 'cleanliness': {2: 3.0}, 'sleep': {2: 3.5}}","{'early': 4, 'functioning': 4, 'treadmill': 5, 'sleep': 3, 'car': 4, 'stay': 10, 'work': 2, 'staff': 2, 'great': 2, 'evening': 2}","{'looked': 6, 'door': 6, 'shut': 6, 'room': 10, 'smelled': 3, 'force': 2, 'bad': 2}",static
429,430,430,North Country Inn B & B,4.14,14,2541 Main St,44.96541,-70.643174,1,0,0,2,11,0,0,0,4,10,4.36,"{'room': {6: 4.0}, 'cleanliness': {2: 3.5}, 'service': {1: 5.0}, 'comfort': {1: 3.0}}","{'room': 21, 'charge': 18, 'suppose': 8, 'nice': 7, 'clean': 7, 'spectacular': 7, 'phone': 6, 'website': 6, 'good': 6, 'becom': 5}",{},static
1,431,431,1900 House,4.57,14,59 Kingstown Rd,41.431695,-71.461518,1,0,0,0,13,0,0,0,4,10,4.25,"{'food': {2: 4.0}, 'service': {1: 3.0}, 'lounge': {1: 4.0}}","{'dinner': 8, 'quality': 6, 'meal': 5, 'bartender': 5, 'awesome': 5, 'seasonal': 5, 'infused': 5, 'vodka': 5, 'dined': 5, 'visiting': 5}",{},static
75,432,432,Budget Inn,3.57,14,316 E 3rd St,37.773652,-87.107953,1,1,2,2,8,0,0,3,4,7,3.83,"{'internet': {3: 3.6666666666666665}, 'room': {3: 3.6666666666666665}, 'cleanliness': {1: 3.0}}","{'comfy': 5, 'bed': 5, 'nice': 5, 'good': 5, 'range': 5, 'channels': 5, 'nights': 4, 'sights': 4, 'toasts': 4, 'friendly': 4}","{'vi': 8, 'var': 6, 'knappt': 6, 'ngon': 6, 'wifi': 6, 'funkade': 6, 'vldigt': 6, 'dligt': 6, 'bodde': 6, 'lngst': 6}",static
475,433,433,Raton Pass Inn,4.62,13,308 Canyon Dr,36.90992,-104.44177,0,0,1,0,12,0,0,0,6,7,3.93,"{'comfort': {1: 4.0}, 'room': {2: 3.5}, 'cleanliness': {1: 3.0}}","{'evening': 7, 'allowed': 7, 'forego': 7, 'wife': 6, 'impressed': 6, 'large': 6, 'rooms': 6, 'comfortable': 6, 'refrigerator': 6, 'desk': 6}",{},static
588,434,434,Travelodge Shakopee,2.0,13,1251 E 1st Ave,44.80142,-93.50884,0,8,2,0,3,0,4,6,1,2,2.38,"{'comfort': {1: 4.0}, 'service': {2: 2.5}, 'room': {2: 1.5}, 'cleanliness': {1: 2.0}}","{'staff': 8, 'friendly': 8, 'bed': 6, 'comfortable': 1}","{'stay': 9, 'hotel': 13, 'room': 9, 'customer': 5, 'failed': 5, 'clean': 5, 'contacting': 5, 'desk': 5, 'dirty': 5, 'towels': 5}",static
302,435,435,Hometown Inn,3.15,13,222 W Sequoyah Access Rd,35.250668,-85.18146,0,1,5,0,7,0,0,4,5,4,3.35,"{'cleanliness': {1: 3.0}, 'room': {1: 3.0}}","{'awesome': 5, 'people': 5, 'reading': 3, 'reviews': 3, 'mary': 1, 'rose': 1, 'maria': 1, 'ta': 1}","{'stay': 15, 'motel': 11, 'awesome': 4, 'family': 4, 'rent': 4, 'cottage': 4, 'short': 4, 'beach': 4, 'day': 4, 'evening': 4}",static
191,436,436,Equestrian Estates Horse Farm Bed and Breakfast,4.23,13,221 Shultz Rd,39.98925,-76.29837,0,1,1,0,11,0,0,1,4,8,3.9,"{'cleanliness': {3: 3.3333333333333335}, 'spa': {2: 3.5}, 'service': {1: 4.0}, 'location': {1: 3.0}}","{'stay': 8, 'issue': 8, 'pool': 8, 'spa': 8, 'clean': 8, 'recommend': 7, 'traveling': 7, 'surrounding': 7, 'area': 7, 'pad': 7}","{'king': 4, 'bed': 4, 'queen': 4, 'check': 1, 'upgraded': 2}",static
567,437,437,The Grove Seaside Hotel,3.92,13,Drepanon,37.531556,22.890106,0,0,1,3,9,0,3,1,0,9,3.45,"{'lounge': {1: 4.0}, 'room': {1: 1.0}, 'cleanliness': {1: 5.0}}","{'looked': 3, 'fresh': 3, 'inviting': 3, 'breakfast': 2, 'lobby': 2, 'bar': 2, 'kind': 2, 'improvement': 1, 'pastries': 1, 'bread': 1}","{'cold': 7, 'milk': 7, 'sitting': 7, 'table': 7, 'pitchers': 7, 'reserved': 1, 'connecting': 1, 'rooms': 1, 'husband': 1, 'adult': 1}",static
101,438,438,Cliffs 7305 By Redawning,4.34,13,3811 Edward Rd,22.226328,-159.481416,0,0,0,0,13,0,0,0,6,7,3.83,"{'quiet': {2: 4.0}, 'comfort': {1: 4.0}, 'room': {3: 3.6666666666666665}, 'cleanliness': {3: 3.6666666666666665}, 'spa': {1: 4.0}, 'location': {1: 3.0}}","{'hotel': 14, 'nice': 14, 'rooms': 13, 'place': 9, 'great': 8, 'large': 7, 'wedding': 7, 'party': 7, 'extremely': 7, 'spend': 7}",{},static
505,439,439,Silver Run Cabins,5.0,13,14 Silver Run Ln,36.105263,-92.610975,0,0,0,0,13,0,0,0,2,11,4.26,"{'spa': {1: 4.0}, 'cleanliness': {1: 4.0}, 'comfort': {1: 4.0}}","{'breakfast': 12, 'pretty': 10, 'area': 9, 'crowded': 8, 'satisfactoria': 6, 'nice': 6, 'hotel': 6, 'bedding': 5, 'comfortable': 5, 'newer': 5}",{},static
527,440,440,Sunset Inn,2.38,13,1923 Dover St,43.62909,-95.58076,0,5,3,1,4,0,1,7,4,1,2.78,"{'comfort': {1: 3.0}, 'service': {1: 3.0}, 'bathroom': {1: 3.0}, 'room': {2: 3.0}, 'cleanliness': {4: 2.75}, 'internet': {2: 2.5}, 'pet-friendly': {1: 3.0}}","{'freezer': 1, 'compartment': 1, 'guide': 1, 'channel': 1}","{'love': 11, 'minifridge': 6, 'bit': 6, 'small': 6, 'knees': 6, 'access': 6, 'nice': 5, 'place': 5, 'stay': 5, 'friendly': 5}",static
393,441,441,Main Street Bed & Breakfast,4.92,13,202 Main St,42.701214,-74.931078,0,0,0,0,13,0,0,0,3,10,4.21,"{'room': {2: 4.5}, 'bathroom': {1: 4.0}, 'spa': {2: 3.5}, 'comfort': {2: 4.0}}","{'nicht': 18, 'extremely': 12, 'grndlich': 10, 'die': 10, 'room': 12, 'bed': 8, 'free': 8, 'breakfast': 8, 'buffet': 8, 'selections': 8}",{},static
420,442,442,Motel 6,3.46,13,7051 Valley View St,33.858124,-118.02875,2,0,1,1,9,0,1,0,5,7,3.93,"{'room': {3: 3.6666666666666665}, 'comfort': {2: 4.0}, 'spa': {1: 4.0}, 'cleanliness': {2: 3.5}}","{'man': 16, 'love': 10, 'comfort': 14, 'suit': 10, 'bunch': 10, 'care': 10, 'day': 9, 'reason': 6, 'large': 4, 'finally': 3}","{'man': 3, 'time': 3, 'maint': 1}",static
599,443,443,Village Lodge,3.85,13,1000 Mechem Dr,33.351721,-105.674432,0,1,0,2,10,0,0,1,7,5,3.69,"{'cleanliness': {3: 3.3333333333333335}, 'service': {1: 3.0}, 'internet': {1: 4.0}, 'sleep': {1: 3.0}, 'room': {2: 3.5}, 'bathroom': {1: 4.0}}","{'desk': 12, 'ready': 11, 'time': 11, 'convenient': 11, 'venus': 11, 'inclug': 11, 'campus': 11, 'unprofessional': 6, 'general': 6, 'manager': 6}","{'problem': 3, 'reservation': 2}",static
428,444,444,"Nippersink Country Club, Inc.",4.55,13,N1055 Tombeau Rd,42.528357,-88.305893,0,0,0,2,11,0,0,0,1,12,4.42,"{'comfort': {2: 4.0}, 'room': {1: 4.0}, 'cleanliness': {1: 4.0}}","{'good': 25, 'hotel': 29, 'breakfast': 13, 'typical': 7, 'choice': 6, 'pull': 6, 'convenient': 6, 'comparable': 6, 'mile': 6, 'radius': 6}",{},static
402,445,445,Marylander Hotel Condo,4.08,13,6 127th St,38.43228,-75.05379,1,0,0,0,12,0,0,2,3,8,3.86,"{'location': {1: 3.0}, 'cleanliness': {1: 3.0}, 'room': {4: 3.5}, 'bathroom': {1: 2.0}}","{'room': 17, 'allowed': 10, 'place': 10, 'hotel': 9, 'time': 8, 'renovation': 8, 'good': 8, 'phone': 8, 'short': 8, 'handheld': 8}","{'bit': 7, 'nice': 7, 'room': 8, 'checking': 3, 'waited': 3, 'minutes': 3, 'elevator': 3}",static
71,446,446,Briarcliff,4.58,12,506 Stockbridge Rd,42.238323,-73.33482,1,0,0,0,11,0,0,0,0,12,4.5,"{'lounge': {1: 4.0}, 'food': {1: 4.0}, 'internet': {1: 4.0}, 'room': {2: 4.5}, 'cleanliness': {1: 5.0}}","{'reasonable': 12, 'evening': 7, 'night': 7, 'staff': 7, 'price': 12, 'staying': 6, 'bar': 6, 'restaurant': 5, 'decent': 5, 'food': 5}",{},static
574,447,447,The Litchfield Inn,0.0,12,1 Norris Dr,33.470477,-79.097809,12,0,0,0,0,0,0,0,0,12,4.75,"{'room': {2: 4.5}, 'sleep': {1: 4.0}, 'internet': {1: 5.0}}","{'motel': 3, 'ceiling': 3, 'room': 2, 'remote': 2, 'called': 2, 'brought': 2, 'work': 2, 'terrified': 2, 'cave': 2, 'sleep': 2}",{},static
141,448,448,Crestview Condominiums,4.42,12,6713 N 2200 W,40.728523,-111.55332,0,1,1,0,10,0,1,1,2,8,3.93,"{'location': {3: 3.0}, 'service': {2: 2.0}, 'room': {1: 4.0}}","{'great': 7, 'stay': 5, 'highly': 5, 'recommend': 5, 'location': 5, 'years': 5, 'pleasure': 5, 'enjoy': 5, 'booking': 5, 'unit': 8}","{'place': 14, 'feel': 7, 'awesome': 3, 'large': 3, 'condos': 3, 'great': 3, 'customer': 3, 'beautiful': 3, 'surrounding': 3, 'driver': 3}",static
565,449,449,The Concorde Inn,2.17,12,44315 Gratiot Ave,42.62301,-82.865685,0,4,5,1,2,0,1,8,2,1,2.69,"{'room': {2: 2.0}, 'comfort': {1: 2.0}, 'air-conditioner': {1: 1.0}}",{'aaa': 1},"{'nice': 7, 'chain': 7, 'type': 7, 'restaurants': 7, 'nearby': 7, 'bonus': 6, 'stay': 8, 'temperature': 5, 'extremely': 5, 'uncomfortable': 5}",static
577,450,450,The Point,4.75,12,Po Box 1327,44.304794,-74.336525,0,0,1,0,11,0,0,2,5,5,3.77,"{'food': {1: 3.0}, 'bathroom': {2: 3.5}, 'room': {6: 3.6666666666666665}, 'cleanliness': {1: 3.0}}","{'tired': 8, 'short': 8, 'looked': 8, 'check': 8, 'maid': 8, 'cart': 8, 'pass': 8, 'narrow': 8, 'balcony': 8, 'beer': 7}","{'hotel': 5, 'close': 5, 'hear': 5, 'wheelers': 5, 'night': 5, 'inch': 3, 'gap': 3, 'time': 3, 'book': 3, 'good': 3}",static
469,451,451,Raintree Inn,3.83,12,1100 N Mississippi Ave,34.786299,-96.669808,0,0,1,3,8,0,0,1,3,8,3.94,"{'room': {3: 3.3333333333333335}, 'cleanliness': {1: 4.0}, 'lounge': {1: 5.0}}","{'room': 11, 'dogs': 10, 'kennel': 9, 'awful': 9, 'large': 6, 'accessible': 6, 'good': 7, 'felt': 5, 'stay': 5, 'hotel': 5}","{'television': 7, 'room': 7, 'inch': 7, 'lg': 1}",static
283,452,452,Holiday Inn Express Hotel & Suites Chicago-deerfield/lincolnshire,4.5,12,2600 Lake Cook Rd,42.1531,-87.8897,0,0,0,1,11,0,0,1,2,9,4.15,"{'parking': {1: 4.0}, 'comfort': {1: 4.0}, 'room': {2: 4.0}, 'cleanliness': {2: 4.0}, 'location': {2: 3.5}, 'bathroom': {1: 4.0}}","{'hotel': 10, 'clean': 7, 'staff': 6, 'train': 5, 'convenient': 5, 'friendly': 5, 'loved': 4, 'included': 4, 'secluded': 4, 'parking': 4}","{'booked': 4, 'night': 4, 'knowing': 4, 'proximity': 4, 'cruise': 4, 'terminal': 4, 'excited': 4, 'close': 4}",static
249,453,453,Hampton Inn Roanoke/salem,4.58,12,1886 Electric Rd,37.265157,-80.03187,0,0,0,1,11,0,1,2,3,6,3.71,"{'bathroom': {1: 3.0}, 'room': {2: 4.0}, 'parking': {1: 5.0}, 'spa': {1: 5.0}}","{'view': 3, 'replenished': 3, 'falling': 2, 'building': 2, 'spaces': 2, 'small': 2, 'rooms': 1, 'air': 1, 'conditioning': 1, 'pay': 1}","{'park': 7, 'suv': 7, 'extremely': 6, 'loud': 6, 'shower': 4, 'head': 4, 'drizzled': 4, 'people': 1, 'hard': 1}",static
219,454,454,Five Seasuns Bed & Breakfast Inn,3.83,12,1006 S Lincoln St,48.110366,-123.439368,2,0,0,0,10,0,0,0,4,8,4.06,"{'bathroom': {1: 4.0}, 'room': {3: 4.0}, 'parking': {3: 3.6666666666666665}, 'lounge': {2: 3.5}}","{'nice': 14, 'water': 12, 'hotel': 9, 'small': 6, 'tall': 6, 'avoid': 6, 'pressure': 6, 'low': 10, 'kind': 6, 'slimy': 6}",{},static
74,455,455,Budget Host Inn,3.64,11,895 Highway 10 E,46.82358,-95.85734,0,2,1,1,7,0,3,2,1,5,3.16,"{'room': {2: 2.5}, 'comfort': {1: 1.0}, 'location': {1: 4.0}, 'sleep': {1: 1.0}}","{'room': 16, 'requested': 8, 'location': 7, 'snack': 4, 'machine': 4, 'hotel': 4, 'bastante': 4, 'sencillo': 4, 'algo': 4, 'pero': 4}","{'bed': 12, 'great': 8, 'comfy': 6, 'mere': 6, 'feet': 6, 'awake': 6, 'night': 6, 'complaint': 4, 'uncomfortable': 4, 'everytime': 4}",static
33,456,456,Bay Shores Yachttennisclub 514 2 Br Condo By Redawning,4.91,11,19451 Gulf Blvd,27.850447,-82.844245,0,0,0,0,11,0,0,0,4,7,4.25,"{'parking': {2: 4.5}, 'location': {1: 4.0}, 'room': {5: 3.8}, 'cleanliness': {1: 3.0}}","{'parking': 12, 'room': 13, 'location': 7, 'great': 7, 'security': 7, 'cameras': 7, 'hours': 7, 'late': 7, 'early': 7, 'long': 5}",{},static
87,457,457,Candlewood Suites Olathe,3.91,11,15490 S Rogers Rd,38.847727,-94.824007,0,0,2,1,8,0,0,5,4,2,3.19,"{'room': {3: 3.0}, 'spa': {1: 2.0}, 'cleanliness': {1: 2.0}, 'location': {1: 3.0}}","{'place': 7, 'good': 7, 'choice': 7, 'money': 7, 'unhappy': 6, 'room': 6, 'nice': 6, 'time': 6, 'stayed': 6, 'hotel': 6}","{'policy': 10, 'outline': 8, 'deposit': 8, 'fee': 8, 'online': 8, 'booking': 8, 'websites': 8, 'staff': 8, 'verbally': 8, 'breakfast': 7}",static
89,458,458,Canyon Gate Motel,3.18,11,503 Spearfish Canyon Rd,44.476166,-103.84841,1,2,0,2,6,0,1,1,3,6,3.67,"{'cleanliness': {4: 3.5}, 'room': {4: 3.5}, 'value': {1: 3.0}, 'comfort': {1: 4.0}}","{'clean': 14, 'comfortable': 8, 'satisfying': 6, 'room': 5, 'renovation': 4, 'nice': 3, 'price': 3, 'nonrefundable': 3, 'stayed': 1, 'montana': 2}","{'close': 14, 'mall': 7, 'easy': 7, 'access': 7, 'coralville': 1, 'lobby': 1, 'matresses': 3}",static
494,459,459,Rustic Inn,3.18,11,1555 Aultman St,39.250583,-114.882046,0,1,2,4,4,0,0,3,6,2,3.28,"{'bathroom': {2: 3.5}, 'room': {4: 3.25}, 'quiet': {1: 2.0}, 'spa': {1: 2.0}, 'cleanliness': {2: 3.0}}","{'average': 3, 'hotel': 3, 'bathroom': 2, 'bit': 2, 'small': 2, 'size': 2, 'updating': 2, 'maintenance': 2}","{'loved': 9, 'room': 9, 'size': 9, 'sofa': 9, 'fold': 9, 'spacious': 6, 'quiet': 6, 'morning': 2, 'noticed': 2, 'numerous': 2}",static
